ref,realm,biome,habitat,island,tropical,PET,taxon,growth,thermo,trophic,EH,EHcat,unit,EA,grain,extent,n,ES,var,
77,Pal,3,mix,1,0,1054.96,pla,mix,pla,aut,soi,sod,isl,0,3,3,201,0.53,0.01,
77,Pal,3,mix,1,0,1054.96,pla,mix,pla,aut,top,ele,isl,0,3,3,64,0.79,0.02,
77,Pal,3,mix,1,0,1054.96,pla,mix,pla,aut,soi,sod,isl,0,3,3,64,0.32,0.02,
77,Pal,3,mix,1,0,1054.96,pla,mix,pla,aut,top,ele,isl,0,3,3,35,0.84,0.03,
77,Pal,3,mix,1,0,1054.96,pla,mix,pla,aut,soi,sod,isl,0,3,3,35,0.37,0.03,
77,Pal,3,mix,1,0,1054.96,pla,mix,pla,aut,top,ele,isl,0,3,3,19,1.11,0.06,
77,Pal,3,mix,1,0,1054.96,pla,mix,pla,aut,soi,sod,isl,0,3,3,19,0.55,0.06,
78,Nea,7,for,0,0,1060.26,bir,ani,end,mix,veg,vec,plo,0,2,1,4,1.68,1.00,
78,Nea,9,gra,0,0,1431.32,bir,ani,end,mix,veg,vec,plo,0,2,3,4,-0.72,1.00,
78,Neo,10,mix,0,1,1497.37,bir,ani,end,mix,veg,vec,plo,0,2,1,7,2.25,0.25,
79,Pal,3,mix,0,0,890.62,bir,ani,end,omn,veg,vec,plo,0,2,1,16,0.41,0.08,
80,Afr,12,xer,0,0,1390.63,mam,ani,end,mix,veg,vec,plo,1,1,3,6,1.38,0.33,
80,Afr,12,xer,0,0,1390.63,mam,ani,end,mix,veg,vec,plo,1,1,3,6,2.18,0.33,
80,Afr,12,xer,0,0,1390.63,mam,ani,end,mix,veg,vec,plo,1,1,3,6,1.51,0.33,
80,Afr,12,xer,0,0,1390.63,mam,ani,end,mix,veg,vec,plo,1,1,3,6,1.61,0.33,
80,Afr,12,xer,0,0,1390.63,mam,ani,end,mix,veg,vec,plo,1,1,3,6,2.44,0.33,
80,Afr,12,xer,0,0,1390.63,mam,ani,end,mix,top,mic,plo,1,1,3,6,2.21,0.33,
81,Nea,12,mix,0,0,1217.72,mam,ani,end,mix,top,ele,gri,0,4,4,130,1.12,0.01,
81,Nea,12,mix,0,0,516.77,mam,ani,end,mix,top,ele,gri,0,4,4,206,0.31,0.00,
81,Nea,12,mix,0,0,1217.72,mam,ani,end,mix,cli,cli,gri,0,4,4,130,0.36,0.01,
81,Nea,12,mix,0,0,516.77,mam,ani,end,mix,cli,cli,gri,0,4,4,206,0.18,0.00,
81,Nea,12,mix,0,0,1217.72,mam,ani,end,mix,cli,cli,gri,0,4,4,130,0.72,0.01,
81,Nea,12,mix,0,0,516.77,mam,ani,end,mix,cli,cli,gri,0,4,4,206,0.61,0.00,
82,Nea,12,mix,0,0,712.01,inv,ani,ect,mix,cli,cli,gri,0,4,4,336,0.54,0.00,
84,Afr,12,mix,0,1,1836.67,bir,ani,end,mix,top,ele,gri,0,4,4,1737,0.44,0.00,
84,Afr,12,mix,0,1,1836.67,bir,ani,end,mix,lan,lcd,gri,0,4,4,1737,0.81,0.00,
84,Afr,12,mix,0,1,1836.67,bir,ani,end,mix,veg,pla,gri,0,4,4,1737,0.68,0.00,
84,Afr,12,mix,0,1,1836.67,bir,ani,end,fru,top,ele,gri,0,4,4,1737,0.19,0.00,
84,Afr,12,mix,0,1,1836.67,bir,ani,end,fru,lan,lcd,gri,0,4,4,1737,0.65,0.00,
84,Afr,12,mix,0,1,1836.67,bir,ani,end,fru,veg,pla,gri,0,4,4,1737,1.42,0.00,
84,Afr,12,mix,0,1,1836.67,bir,ani,end,fru,top,ele,gri,0,4,4,1737,0.35,0.00,
84,Afr,12,mix,0,1,1836.67,bir,ani,end,fru,lan,lcd,gri,0,4,4,1737,0.83,0.00,
84,Afr,12,mix,0,1,1836.67,bir,ani,end,fru,veg,pla,gri,0,4,4,1737,0.91,0.00,
84,Afr,12,mix,0,1,1836.67,bir,ani,end,mix,top,ele,gri,0,4,4,1737,0.39,0.00,
84,Afr,12,mix,0,1,1836.67,bir,ani,end,mix,lan,lcd,gri,0,4,4,1737,0.79,0.00,
84,Afr,12,mix,0,1,1836.67,bir,ani,end,mix,veg,pla,gri,0,4,4,1737,0.73,0.00,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,top,ele,gri,1,4,3,160,0.68,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,lan,lcd,gri,1,4,3,160,0.65,0.01,
83,Afr,12,mix,0,1,1885.53,pla,shr,pla,aut,top,ele,gri,1,4,3,160,0.58,0.01,
83,Afr,12,mix,0,1,1885.53,pla,shr,pla,aut,lan,lcd,gri,1,4,3,160,0.68,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,veg,pla,gri,1,4,3,160,1.13,0.01,
83,Afr,12,mix,0,1,1885.53,pla,shr,pla,aut,top,ele,gri,1,4,3,160,0.56,0.01,
83,Afr,12,mix,0,1,1885.53,pla,shr,pla,aut,lan,lcd,gri,1,4,3,160,0.68,0.01,
83,Afr,12,mix,0,1,1885.53,pla,shr,pla,aut,top,ele,gri,1,4,3,160,0.58,0.01,
83,Afr,12,mix,0,1,1885.53,pla,shr,pla,aut,lan,lcd,gri,1,4,3,160,0.63,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,veg,pla,gri,1,4,3,160,1.07,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,veg,pla,gri,1,4,3,160,1.10,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,veg,pla,gri,1,4,3,160,0.81,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,fru,top,ele,gri,1,4,3,160,0.69,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,fru,lan,lcd,gri,1,4,3,160,0.74,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,fru,veg,pla,gri,1,4,3,160,1.26,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,fru,veg,pla,gri,1,4,3,160,1.26,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,fru,veg,pla,gri,1,4,3,160,1.19,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,fru,veg,pla,gri,1,4,3,160,0.91,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,fru,top,ele,gri,1,4,3,160,0.71,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,fru,lan,lcd,gri,1,4,3,160,0.68,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,fru,veg,pla,gri,1,4,3,160,1.16,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,fru,veg,pla,gri,1,4,3,160,1.16,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,fru,veg,pla,gri,1,4,3,160,1.13,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,fru,veg,pla,gri,1,4,3,160,0.85,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,top,ele,gri,1,4,3,160,0.69,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,lan,lcd,gri,1,4,3,160,0.63,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,veg,pla,gri,1,4,3,160,1.05,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,veg,pla,gri,1,4,3,160,1.00,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,veg,pla,gri,1,4,3,160,1.07,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,veg,pla,gri,1,4,3,160,0.76,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,top,ele,gri,1,4,3,160,0.65,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,lan,lcd,gri,1,4,3,160,0.63,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,veg,pla,gri,1,4,3,160,1.07,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,veg,pla,gri,1,4,3,160,1.05,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,veg,pla,gri,1,4,3,160,1.07,0.01,
83,Afr,12,mix,0,1,1885.53,bir,ani,end,mix,veg,pla,gri,1,4,3,160,0.79,0.01,
85,Aus,12,mix,0,0,1535.42,mam,ani,end,mix,veg,pla,pol,0,3,3,22,0.45,0.05,
85,Aus,12,mix,0,0,1535.42,mam,ani,end,mix,lan,lcd,pol,0,3,3,22,0.30,0.05,
85,Aus,12,mix,0,0,1535.42,mam,ani,end,mix,lan,lcd,pol,0,3,3,22,0.62,0.05,
85,Aus,12,mix,0,0,1535.42,mam,ani,end,mix,veg,vec,pol,0,3,3,22,0.63,0.05,
85,Aus,12,mix,0,0,1535.42,mam,ani,end,mix,veg,pla,pol,0,3,3,22,0.71,0.05,
85,Aus,12,mix,0,0,1535.42,mam,ani,end,mix,lan,lcd,pol,0,3,3,22,0.41,0.05,
85,Aus,12,mix,0,0,1535.42,mam,ani,end,mix,lan,lcd,pol,0,3,3,22,0.74,0.05,
85,Aus,12,mix,0,0,1535.42,mam,ani,end,mix,veg,vec,pol,0,3,3,22,0.81,0.05,
85,Aus,12,mix,0,0,1535.42,bir,ani,end,mix,veg,pla,pol,0,3,3,22,0.84,0.05,
85,Aus,12,mix,0,0,1535.42,bir,ani,end,mix,lan,lcd,pol,0,3,3,22,0.77,0.05,
85,Aus,12,mix,0,0,1535.42,bir,ani,end,mix,lan,lcd,pol,0,3,3,22,0.71,0.05,
85,Aus,12,mix,0,0,1535.42,bir,ani,end,mix,veg,vec,pol,0,3,3,22,0.77,0.05,
85,Aus,12,mix,0,0,1535.42,bir,ani,end,mix,veg,pla,pol,0,3,3,22,0.59,0.05,
85,Aus,12,mix,0,0,1535.42,bir,ani,end,mix,lan,lcd,pol,0,3,3,22,0.42,0.05,
85,Aus,12,mix,0,0,1535.42,bir,ani,end,mix,lan,lcd,pol,0,3,3,22,0.68,0.05,
85,Aus,12,mix,0,0,1535.42,bir,ani,end,mix,veg,vec,pol,0,3,3,22,0.76,0.05,
85,Aus,12,mix,0,0,1535.42,her,ani,ect,mix,veg,pla,pol,0,3,3,22,0.78,0.05,
85,Aus,12,mix,0,0,1535.42,her,ani,ect,mix,lan,lcd,pol,0,3,3,22,1.04,0.05,
85,Aus,12,mix,0,0,1535.42,her,ani,ect,mix,lan,lcd,pol,0,3,3,22,0.64,0.05,
85,Aus,12,mix,0,0,1535.42,her,ani,ect,mix,veg,vec,pol,0,3,3,22,0.66,0.05,
85,Aus,12,mix,0,0,1535.42,her,ani,ect,mix,veg,pla,pol,0,3,3,22,0.71,0.05,
85,Aus,12,mix,0,0,1535.42,her,ani,ect,mix,lan,lcd,pol,0,3,3,22,0.42,0.05,
85,Aus,12,mix,0,0,1535.42,her,ani,ect,mix,lan,lcd,pol,0,3,3,22,0.81,0.05,
85,Aus,12,mix,0,0,1535.42,her,ani,ect,mix,veg,vec,pol,0,3,3,22,0.66,0.05,
85,Aus,12,mix,0,0,1535.42,mix,ani,mix,mix,veg,pla,pol,0,3,3,22,0.85,0.05,
85,Aus,12,mix,0,0,1535.42,mix,ani,mix,mix,lan,lcd,pol,0,3,3,22,0.52,0.05,
85,Aus,12,mix,0,0,1535.42,mix,ani,mix,mix,lan,lcd,pol,0,3,3,22,0.94,0.05,
85,Aus,12,mix,0,0,1535.42,mix,ani,mix,mix,veg,vec,pol,0,3,3,22,0.95,0.05,
85,Aus,12,mix,0,0,1535.42,mix,ani,mix,mix,veg,pla,pol,0,3,3,22,0.90,0.05,
85,Aus,12,mix,0,0,1535.42,mix,ani,mix,mix,lan,lcd,pol,0,3,3,22,0.90,0.05,
85,Aus,12,mix,0,0,1535.42,mix,ani,mix,mix,lan,lcd,pol,0,3,3,22,0.83,0.05,
85,Aus,12,mix,0,0,1535.42,mix,ani,mix,mix,veg,vec,pol,0,3,3,22,0.89,0.05,
85,Aus,12,mix,0,0,1535.42,mix,ani,mix,mix,veg,pla,pol,0,3,3,22,1.12,0.05,
85,Aus,12,mix,0,0,1535.42,mix,ani,mix,mix,lan,lcd,pol,0,3,3,22,0.85,0.05,
85,Aus,12,mix,0,0,1535.42,mix,ani,mix,mix,lan,lcd,pol,0,3,3,22,1.12,0.05,
85,Aus,12,mix,0,0,1535.42,mix,ani,mix,mix,veg,vec,pol,0,3,3,22,1.16,0.05,
86,mix,12,mix,0,0,1004.49,inv,ani,ect,her,top,ele,plo,1,4,4,1822,0.11,0.00,
87,Ind,10,for,1,1,1539.12,pla,mix,pla,aut,lan,lcd,isl,0,2,1,17,0.32,0.07,
87,Ind,10,for,1,1,1539.12,pla,mix,pla,aut,top,ele,isl,0,2,1,17,0.35,0.07,
87,Ind,10,for,1,1,1539.12,inv,ani,ect,her,lan,lcd,isl,0,2,1,17,0.51,0.07,
87,Ind,10,for,1,1,1539.12,inv,ani,ect,her,top,ele,isl,0,2,1,17,-0.05,0.07,
87,Ind,10,for,1,1,1539.12,bir,ani,end,mix,lan,lcd,isl,0,2,1,17,0.51,0.07,
87,Ind,10,for,1,1,1539.12,bir,ani,end,mix,top,ele,isl,0,2,1,17,0.40,0.07,
88,Pal,5,mix,1,0,394.73,pla,mix,pla,aut,lan,lcd,isl,0,2,1,47,1.77,0.02,
89,Pal,5,mix,1,0,549.96,inv,ani,ect,mix,lan,lcd,isl,0,3,1,24,0.25,0.05,
91,Pal,5,gra,0,0,723.19,inv,ani,ect,her,lan,lcd,pol,0,2,2,32,0.47,0.03,
90,Pal,5,gra,0,0,723.19,pla,mix,pla,aut,lan,lcd,pol,1,2,2,31,0.16,0.04,
93,Neo,12,mix,0,1,1615.10,pla,shr,pla,aut,top,ele,gri,0,4,4,6638,0.01,0.00,
93,Neo,12,mix,0,1,1615.10,pla,shr,pla,aut,top,ele,gri,0,4,4,119,0.29,0.01,
92,mix,12,mix,1,1,1068.93,pla,mix,pla,aut,top,ele,isl,0,3,4,488,0.72,0.00,
92,mix,12,mix,0,1,1113.77,pla,mix,pla,aut,top,ele,pol,0,4,4,970,0.50,0.00,
92,mix,12,mix,0,1,1068.93,pla,mix,pla,aut,top,ele,pol,0,4,4,1458,0.85,0.00,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,top,pro,pol,1,3,1,79,-0.51,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,top,mic,pol,1,2,1,79,-0.46,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,top,pro,pol,1,2,1,79,0.30,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.24,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.33,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,lcd,pol,1,2,1,79,0.31,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.30,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.22,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.39,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,lcd,pol,1,2,1,79,0.29,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.23,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.27,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.23,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,lcd,pol,1,2,1,79,0.29,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.32,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.45,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.38,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,lcd,pol,1,2,1,79,0.46,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.30,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.23,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.26,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,lcd,pol,1,2,1,79,0.20,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.24,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.30,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.39,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,lcd,pol,1,2,1,79,0.39,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,2,1,79,0.32,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,3,1,79,0.23,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,3,1,79,0.24,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,lcd,pol,1,3,1,79,0.27,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,3,1,79,0.23,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,3,1,79,0.23,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,3,1,79,0.31,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,lcd,pol,1,3,1,79,0.29,0.01,
95,Nea,12,mix,0,0,716.19,pla,mix,pla,aut,lan,pat,pol,1,3,1,79,0.08,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,veg,pla,plo,1,1,2,76,0.45,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcd,gri,1,2,2,76,-0.38,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.39,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.14,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.21,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.30,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.32,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.30,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.26,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.12,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,top,pro,pol,1,3,2,76,-0.29,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,top,mic,pol,1,3,2,76,0.44,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.37,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.23,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.22,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.31,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.33,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.32,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.18,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.07,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,top,pro,pol,1,3,2,76,-0.26,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.37,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.29,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.24,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.38,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.32,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.34,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.24,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.01,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,top,pro,pol,1,3,2,76,-0.31,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.33,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.29,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.18,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.29,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.32,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.35,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.17,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,-0.05,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,top,pro,pol,1,3,2,76,-0.31,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.32,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.28,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.17,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.27,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.34,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.34,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.17,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,-0.06,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,top,pro,pol,1,3,2,76,-0.31,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.37,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.28,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.28,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.24,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.37,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.31,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.19,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.08,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,top,pro,pol,1,3,2,76,-0.31,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.35,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.28,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.30,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.04,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,3,2,76,0.34,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.40,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.23,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,lcp,pol,1,3,2,76,0.23,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,top,pro,pol,1,3,2,76,-0.30,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,2,2,76,0.51,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,2,2,76,0.35,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,2,2,76,0.48,0.01,
94,Nea,12,mix,0,0,716.19,inv,ani,ect,her,lan,pat,pol,1,2,2,76,-0.10,0.01,
